airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
"Lovely Apartment in Greenwich Village, NYC",155627.0,Manhattan,Greenwich Village,40.731770000000004,-73.99936,Entire home/apt,90.0,42.0,91.0,2019.0,98076.03099
1 BDR in Greenwich Village Full APT,3965911.0,Manhattan,Greenwich Village,40.72855,-74.00135999999999,Entire home/apt,200.0,2.0,188.0,2019.0,98076.03099
Greenwich Village| Private Queen room,70429659.0,Manhattan,Greenwich Village,40.736940000000004,-73.99587,Private room,140.0,1.0,321.0,2019.0,98076.03099
Superb apartment inâ¤of Manhattanâ,264143491.0,Manhattan,Greenwich Village,40.73108,-74.00114,Entire home/apt,500.0,1.0,185.0,2019.0,98076.03099
A PIECE OF GREENWICH VILLAGE HISTORY!,42592487.0,Manhattan,Greenwich Village,40.73299,-73.99812,Private room,135.0,2.0,43.0,2019.0,98076.03099
West Village/Greenwich Village Room With A View,2647893.0,Manhattan,Greenwich Village,40.73138,-73.99976,Private room,125.0,10.0,347.0,2019.0,98076.03099
Private Room in Greenwich/West Village near Soho!,29614678.0,Manhattan,Greenwich Village,40.72951,-73.99996999999999,Private room,150.0,2.0,125.0,2019.0,98076.03099
"Sunny, Charming Boho Apt Near all in the Village!",3284613.0,Manhattan,Greenwich Village,40.72917,-73.99974,Private room,115.0,25.0,31.0,2019.0,98076.03099
Luxurious SOHO Apartment,61391963.0,Manhattan,Greenwich Village,40.72818,-73.99886,Entire home/apt,142.0,30.0,157.0,2019.0,98076.03099
Large Greenwich Village 2 Bedroom!,120006972.0,Manhattan,Greenwich Village,40.72923,-74.00176,Entire home/apt,250.0,3.0,297.0,2019.0,98076.03099
West Village Private Flat AMAZING Location,180329864.0,Manhattan,Greenwich Village,40.73393,-73.9963,Entire home/apt,159.0,5.0,42.0,2019.0,98076.03099
Beautiful brownstone apartment,1423798.0,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,150.0,2.0,300.0,2019.0,98076.03099
Prime west village! design 1BR~Best Value,2119276.0,Manhattan,Greenwich Village,40.73478,-73.99791,Entire home/apt,150.0,30.0,275.0,2019.0,98076.03099
quaint village apartment for up to 6,2488129.0,Manhattan,Greenwich Village,40.7286,-73.99971,Entire home/apt,275.0,1.0,258.0,2019.0,98076.03099
VIP Duplex Townhouse with Private Garden!!!,49186997.0,Manhattan,Greenwich Village,40.73305,-73.99373,Entire home/apt,3800.0,30.0,180.0,2019.0,98076.03099
SOHO/VILLAGE CHARMING STUDIO,911596.0,Manhattan,Greenwich Village,40.72692,-73.99948,Entire home/apt,215.0,30.0,332.0,2019.0,98076.03099
Clean Bedroom in Greenwich Village,4163733.0,Manhattan,Greenwich Village,40.729240000000004,-74.00148,Private room,99.0,2.0,268.0,2019.0,98076.03099
Amazing 2 BR Washington Square Park/Soho,61391963.0,Manhattan,Greenwich Village,40.728840000000005,-74.00056,Entire home/apt,159.0,30.0,280.0,2019.0,98076.03099
Elegant Fifth Avenue Apartment in Luxury Building,162172469.0,Manhattan,Greenwich Village,40.73233,-73.99678,Entire home/apt,500.0,5.0,229.0,2019.0,98076.03099
Art Deco Charm in the heart of The Village!,248122395.0,Manhattan,Greenwich Village,40.73679,-73.99592,Private room,425.0,1.0,359.0,2019.0,98076.03099
Greenwich Village in the Sky,7644834.0,Manhattan,Greenwich Village,40.7284,-73.99812,Entire home/apt,199.0,8.0,37.0,2019.0,98076.03099
Art Deco Charm in the heart of The Village!,248122395.0,Manhattan,Greenwich Village,40.73571,-73.99694000000001,Private room,425.0,1.0,353.0,2019.0,98076.03099
Andrea's bohemian pied-a-terre,9782676.0,Manhattan,Greenwich Village,40.72934,-74.00075,Entire home/apt,173.0,5.0,144.0,2019.0,98076.03099
BRIGHT DESIGNER FLAT heart of Greenwich Village,254509494.0,Manhattan,Greenwich Village,40.73301,-73.99819000000001,Entire home/apt,420.0,3.0,144.0,2019.0,98076.03099
LOVELY Studio in Heart of Soho,30443527.0,Manhattan,Greenwich Village,40.72936,-73.99911,Entire home/apt,195.0,4.0,188.0,2019.0,98076.03099
Spacious 2Bedroom Village Home,265248832.0,Manhattan,Greenwich Village,40.72757,-74.00059,Entire home/apt,349.0,2.0,186.0,2019.0,98076.03099
Cute & Quiet 1 Bedroom In Greenwich Village,4243073.0,Manhattan,Greenwich Village,40.72847,-74.00068,Entire home/apt,149.0,14.0,38.0,2019.0,98076.03099
Charming place in the heart of Manhattan.,143563277.0,Manhattan,Greenwich Village,40.73592,-73.99601,Entire home/apt,230.0,1.0,83.0,2019.0,98076.03099
beautiful studio apt in the village,593135.0,Manhattan,Greenwich Village,40.72894,-74.00102,Entire home/apt,180.0,3.0,188.0,2019.0,98076.03099
HUGE**Washington Square Park**3BEDROOM SKY~LOFT,133045713.0,Manhattan,Greenwich Village,40.736470000000004,-73.99699,Entire home/apt,578.0,5.0,240.0,2019.0,98076.03099
Peaceful West Village 1 Bedroom Apt,962936.0,Manhattan,Greenwich Village,40.72953,-74.00148,Entire home/apt,600.0,5.0,336.0,2019.0,98076.03099
"Bright, Spacious Alcove 1 Bedroom",41474488.0,Manhattan,Greenwich Village,40.7276,-74.00075,Entire home/apt,200.0,2.0,205.0,2019.0,98076.03099
Studio Apartment in Flatiron District,97266110.0,Manhattan,Greenwich Village,40.73523,-73.99465,Entire home/apt,180.0,3.0,365.0,2019.0,98076.03099
"Sunny, Spacious and Perfect Village Location",13300403.0,Manhattan,Greenwich Village,40.73372,-73.99704,Entire home/apt,615.0,4.0,117.0,2019.0,98076.03099
2019 Special! LARGE West Village 1 BED!,12533228.0,Manhattan,Greenwich Village,40.729079999999996,-73.9965,Entire home/apt,279.0,1.0,363.0,2019.0,98076.03099
"Street-view room near Union Square, Greenwich Vilg",4915341.0,Manhattan,Greenwich Village,40.73596,-73.99614,Private room,120.0,30.0,119.0,2019.0,98076.03099
New York House,217293060.0,Manhattan,Greenwich Village,40.73278,-73.99712,Entire home/apt,175.0,90.0,311.0,2019.0,98076.03099
1 BR Village - 30 day+ stay,2609535.0,Manhattan,Greenwich Village,40.7311,-73.99913000000001,Entire home/apt,165.0,30.0,259.0,2019.0,98076.03099
Cozy private room in Greenwich Village,10803693.0,Manhattan,Greenwich Village,40.728359999999995,-73.99953000000001,Private room,90.0,7.0,88.0,2019.0,98076.03099
Spacious/ elegant one bed apt. - perfect location,654586.0,Manhattan,Greenwich Village,40.729820000000004,-74.00034000000001,Entire home/apt,175.0,2.0,64.0,2019.0,98076.03099
BEST LOCATION - COMFY ROOM for long term,20212516.0,Manhattan,Greenwich Village,40.73552,-73.99719,Private room,65.0,14.0,35.0,2019.0,98076.03099
Sunny 1bd - Near SOHO Washington SQ,1147345.0,Manhattan,Greenwich Village,40.72866,-74.00095,Entire home/apt,226.0,3.0,80.0,2019.0,98076.03099
Greenwich Village Studio Apartment,178793639.0,Manhattan,Greenwich Village,40.72835,-74.00159000000001,Entire home/apt,175.0,3.0,157.0,2019.0,98076.03099
Manhattan apartment | Perfect SOHO location,76484622.0,Manhattan,Greenwich Village,40.72824,-74.00259,Entire home/apt,215.0,4.0,148.0,2019.0,98076.03099
Wonderful 1 Bedroom Apartment (Washington Sq Park),45499169.0,Manhattan,Greenwich Village,40.72927,-74.00003000000001,Entire home/apt,146.0,30.0,89.0,2019.0,98076.03099
INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,4453107.0,Manhattan,Greenwich Village,40.72977,-74.00164000000001,Entire home/apt,195.0,2.0,90.0,2019.0,98076.03099
2 Bed 1 Bedroom Flex Apartment - Greenwich Village,74573695.0,Manhattan,Greenwich Village,40.72838,-73.99899,Entire home/apt,200.0,7.0,205.0,2019.0,98076.03099
A Little West Village Charm,683230.0,Manhattan,Greenwich Village,40.731759999999994,-73.99895,Private room,295.0,5.0,350.0,2019.0,98076.03099
Beautiful Studio in Soho - Greenwich Village,14077910.0,Manhattan,Greenwich Village,40.728429999999996,-73.9999,Entire home/apt,175.0,60.0,126.0,2019.0,98076.03099
SUPER COZY APARTMENT IN HEART OF SOHO!!!,43810674.0,Manhattan,Greenwich Village,40.72748,-74.0008,Entire home/apt,299.0,3.0,178.0,2019.0,98076.03099
Modern large Duplex in Greenwich Village,153052198.0,Manhattan,Greenwich Village,40.73366,-73.99805,Entire home/apt,275.0,120.0,235.0,2019.0,98076.03099
Perfect Greenwich village studio apt,244671957.0,Manhattan,Greenwich Village,40.73251,-73.99602,Entire home/apt,130.0,80.0,214.0,2019.0,98076.03099
Charming West Village studio in Landmarked Mansion,127667513.0,Manhattan,Greenwich Village,40.72781,-74.00039,Entire home/apt,185.0,30.0,342.0,2019.0,98076.03099
"BIG ROOM on Prince Street, PRIME SOHO LOCATION",236445157.0,Manhattan,Greenwich Village,40.72939,-74.00064,Private room,80.0,180.0,219.0,2019.0,98076.03099
Spacious Greenwich Village Apt,99212.0,Manhattan,Greenwich Village,40.73194,-73.99474000000001,Entire home/apt,225.0,5.0,91.0,2019.0,98076.03099
Cute Studio Greenwich Village NYC,4442608.0,Manhattan,Greenwich Village,40.731320000000004,-73.99979,Entire home/apt,120.0,30.0,231.0,2019.0,98076.03099
Large 2 Bedroom apt near Union Sq,4068324.0,Manhattan,Greenwich Village,40.73415,-73.99814,Entire home/apt,425.0,4.0,36.0,2019.0,98076.03099
True West Village Experience-1 Bdrm,7022451.0,Manhattan,Greenwich Village,40.72948,-73.99956999999999,Entire home/apt,219.0,6.0,188.0,2019.0,98076.03099
Dream Apartment - Greenwich Village,7020798.0,Manhattan,Greenwich Village,40.73104,-73.99956999999999,Entire home/apt,150.0,12.0,35.0,2019.0,98076.03099
Heart of Greenwich Village near Bleecker St,534328.0,Manhattan,Greenwich Village,40.72987,-74.00081999999999,Private room,79.0,4.0,30.0,2019.0,98076.03099
Location!! Welcome to my Lovely Home.,14911571.0,Manhattan,Greenwich Village,40.72738,-74.00018,Private room,79.0,1.0,125.0,2019.0,98076.03099
Lrg 2 BR Duplex Top 2 Flrs Terrace West Village,64454893.0,Manhattan,Greenwich Village,40.73426,-73.99476,Entire home/apt,999.0,3.0,164.0,2019.0,98076.03099
Excellent for Vacation or Business - Heart of NYC,176436884.0,Manhattan,Greenwich Village,40.7323,-73.99433,Entire home/apt,199.0,2.0,112.0,2019.0,98076.03099
Beautiful apartment in prime Soho NYC,16862745.0,Manhattan,Greenwich Village,40.72786,-74.00158,Entire home/apt,250.0,2.0,310.0,2019.0,98076.03099
Sunny & Clean-  Soho/west village loft,231327254.0,Manhattan,Greenwich Village,40.72699,-73.99933,Entire home/apt,250.0,3.0,244.0,2019.0,98076.03099
No Fee MASSIVE West Village Two bedrooms,24975940.0,Manhattan,Greenwich Village,40.73365,-73.99727,Entire home/apt,159.0,90.0,90.0,2019.0,98076.03099
Amazing West Village â Location is âNYC,269076400.0,Manhattan,Greenwich Village,40.730540000000005,-74.00061,Entire home/apt,323.0,1.0,185.0,2019.0,98076.03099
Stunning Full Floor Apartment in the Village,1238383.0,Manhattan,Greenwich Village,40.72935,-73.99934,Entire home/apt,500.0,4.0,74.0,2019.0,98076.03099
Charming Area! Private Room!,192951036.0,Manhattan,Greenwich Village,40.728,-74.00032,Private room,99.0,1.0,226.0,2019.0,98076.03099
"Union Square - Lux Building,  1 Bed, Living, Study",5664549.0,Manhattan,Greenwich Village,40.73295,-73.992,Entire home/apt,250.0,4.0,43.0,2019.0,98076.03099
LUXE LOFT NYC's BEST NEIGHBORHOOD,270041172.0,Manhattan,Greenwich Village,40.73486,-73.99843,Entire home/apt,350.0,1.0,363.0,2019.0,98076.03099
Cozy Studio in the heart of Washington Square Park,105799162.0,Manhattan,Greenwich Village,40.72925,-73.99927,Entire home/apt,200.0,1.0,206.0,2019.0,98076.03099
Cozy private room in Greenwich Village,27960761.0,Manhattan,Greenwich Village,40.72817,-73.9958,Private room,125.0,3.0,63.0,2019.0,98076.03099
Private West Village apt by Washington Square Park,5637573.0,Manhattan,Greenwich Village,40.7328,-73.99899,Entire home/apt,175.0,1.0,55.0,2019.0,98076.03099
Greenwich Village Luxury Loft,10476957.0,Manhattan,Greenwich Village,40.7312,-74.00025,Entire home/apt,1000.0,2.0,273.0,2019.0,98076.03099
Greenwich Village: BEST Block,17122110.0,Manhattan,Greenwich Village,40.735279999999996,-73.99744,Entire home/apt,210.0,2.0,169.0,2019.0,98076.03099
BEAUTIFUL APARTMENT IN THE CENTER OF WEST VILLAGE,131083549.0,Manhattan,Greenwich Village,40.73359,-73.99772,Entire home/apt,250.0,3.0,32.0,2019.0,98076.03099
Spacious Private Room in Greenwich Village,78007526.0,Manhattan,Greenwich Village,40.72883,-74.00145,Private room,130.0,1.0,145.0,2019.0,98076.03099
Refreshing apt in the heart of downtown,8415945.0,Manhattan,Greenwich Village,40.72968,-74.00195,Entire home/apt,157.0,3.0,169.0,2019.0,98076.03099
Great soho Designer furniture modern home,269556381.0,Manhattan,Greenwich Village,40.72785,-74.00145,Entire home/apt,300.0,4.0,336.0,2019.0,98076.03099
Charming Greenwich Village studio,4924435.0,Manhattan,Greenwich Village,40.73356,-73.99876,Entire home/apt,225.0,1.0,188.0,2019.0,98076.03099
Gorgeous sunny prime SoHo 1BR Apt.,128256.0,Manhattan,Greenwich Village,40.72825,-74.00225,Entire home/apt,290.0,2.0,339.0,2019.0,98076.03099
#2 Apartment,217293060.0,Manhattan,Greenwich Village,40.73429,-73.99675,Entire home/apt,200.0,5.0,89.0,2019.0,98076.03099
Amazing 2 Bedroom in the Village!,256090291.0,Manhattan,Greenwich Village,40.728970000000004,-74.00166999999999,Entire home/apt,200.0,30.0,363.0,2019.0,98076.03099
#1,217293060.0,Manhattan,Greenwich Village,40.734320000000004,-73.99686,Entire home/apt,600.0,31.0,328.0,2019.0,98076.03099
3 Bedroom Apartment for Rent,85235313.0,Manhattan,Greenwich Village,40.73085,-74.00079000000001,Entire home/apt,174.0,360.0,365.0,2019.0,98076.03099
1 Bedroom in Greenwich Village,9187795.0,Manhattan,Greenwich Village,40.73236,-73.9992,Entire home/apt,260.0,5.0,167.0,2019.0,98076.03099
"Quiet, Private and Sunny in Greenwich Village",186452920.0,Manhattan,Greenwich Village,40.73093,-74.00125,Entire home/apt,200.0,2.0,129.0,2019.0,98076.03099
Greenwich Village Gem at Washington Sq Park!,23859317.0,Manhattan,Greenwich Village,40.730909999999994,-74.00001999999999,Entire home/apt,159.0,1.0,50.0,2019.0,98076.03099
Beautiful Lower East Side Penthouse,4358024.0,Manhattan,Greenwich Village,40.730509999999995,-73.99518,Entire home/apt,1100.0,2.0,364.0,2019.0,98076.03099
CHARMING NYC Studio Loft NEAR SOHO!,27813383.0,Manhattan,Greenwich Village,40.72937,-74.00125,Entire home/apt,136.0,30.0,338.0,2019.0,98076.03099
PRIME SOHO: Perfect Room on Prince Street,236445157.0,Manhattan,Greenwich Village,40.7315,-73.99961,Private room,80.0,180.0,331.0,2019.0,98076.03099
Greenwich Village Townhome with Private Garden!,147814925.0,Manhattan,Greenwich Village,40.733000000000004,-73.99413,Entire home/apt,3900.0,30.0,180.0,2019.0,98076.03099
Noho High Rise w/ Private Terrace,221071115.0,Manhattan,Greenwich Village,40.728359999999995,-73.99925,Entire home/apt,300.0,7.0,80.0,2019.0,98076.03099
Tranquil Oasis in the Heart of Greenwich Village,5594198.0,Manhattan,Greenwich Village,40.730340000000005,-74.00135,Entire home/apt,250.0,2.0,44.0,2019.0,98076.03099
New York Loft,1330116.0,Manhattan,Greenwich Village,40.73237,-73.99344,Private room,200.0,30.0,90.0,2019.0,98076.03099
"Sunny West Village apt, 2 beds",3237504.0,Manhattan,Greenwich Village,40.73083,-74.0006,Entire home/apt,150.0,3.0,107.0,2019.0,98076.03099
2 bedrooms/1.5 bath East Village Cozy Apartment,267953852.0,Manhattan,Greenwich Village,40.72815,-73.99693,Entire home/apt,196.0,2.0,149.0,2019.0,98076.03099
Small Room In Single Room Occupancy,244819285.0,Manhattan,Greenwich Village,40.73535,-73.99525,Private room,100.0,3.0,175.0,2019.0,98076.03099
Gorgeous room near Washington Square,15617182.0,Manhattan,Greenwich Village,40.72811,-73.99893,Private room,90.0,2.0,146.0,2019.0,98076.03099
Light Airy & Hip One Bedroom in Greenwhich Village,2730280.0,Manhattan,Greenwich Village,40.73002,-74.00107,Entire home/apt,225.0,2.0,207.0,2019.0,98076.03099
Sunny Village Suite with Private Patio!,50296004.0,Manhattan,Greenwich Village,40.734629999999996,-73.99795999999999,Entire home/apt,215.0,2.0,38.0,2019.0,98076.03099
Private Bedroom West Village Greenwich Apartment,45399737.0,Manhattan,Greenwich Village,40.7292,-73.99964,Private room,150.0,2.0,48.0,2019.0,98076.03099
1BR SoHo Apt w/ your own private backyard.,96773131.0,Manhattan,Greenwich Village,40.72848,-74.00269,Entire home/apt,300.0,1.0,192.0,2019.0,98076.03099
Huge full floor loft on Broadway and Bleecker,10683360.0,Manhattan,Greenwich Village,40.727470000000004,-73.9969,Entire home/apt,240.0,3.0,45.0,2019.0,98076.03099
 Heart & Soul of Greenwich Village ,1314834.0,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850.0,3.0,249.0,2019.0,98076.03099
Greenwich Village - SoHo Duplex+Balcony+Terrace,1442864.0,Manhattan,Greenwich Village,40.72824,-73.99517,Entire home/apt,275.0,4.0,85.0,2019.0,98076.03099
2 Bedroom Greenwich/Soho Apartment,8312378.0,Manhattan,Greenwich Village,40.728320000000004,-73.99916,Entire home/apt,289.0,3.0,247.0,2019.0,98076.03099
NEW Penthouse UnionSq Wraparound Terrace,24530091.0,Manhattan,Greenwich Village,40.73491,-73.99231,Entire home/apt,250.0,53.0,365.0,2019.0,98076.03099
"SOHO / GREENWICH VILLAGE
Prime location- 1 Bedroom",51538274.0,Manhattan,Greenwich Village,40.72801,-74.00105,Entire home/apt,150.0,80.0,182.0,2019.0,98076.03099
â¡Quiet Home in Center of Village,266797970.0,Manhattan,Greenwich Village,40.72938,-73.99955,Entire home/apt,249.0,2.0,146.0,2019.0,98076.03099
Bright and spacious townhouse apartment in Soho,224808776.0,Manhattan,Greenwich Village,40.72841,-74.00045,Entire home/apt,300.0,4.0,217.0,2019.0,98076.03099
Chic and Cozy West Village 1 Bedroom Home,7271048.0,Manhattan,Greenwich Village,40.72953,-73.99978,Entire home/apt,225.0,3.0,357.0,2019.0,98076.03099
Duplex STUDIO With Sunset View,186501476.0,Manhattan,Greenwich Village,40.72911,-74.00001,Entire home/apt,250.0,4.0,364.0,2019.0,98076.03099
Cozy Village apartment  near NYU,2285974.0,Manhattan,Greenwich Village,40.728629999999995,-74.00137,Entire home/apt,200.0,4.0,259.0,2019.0,98076.03099
Designer Home in Village Center,8289606.0,Manhattan,Greenwich Village,40.73158,-73.99254,Entire home/apt,240.0,7.0,158.0,2019.0,98076.03099
Washington Square Park Studio,13352650.0,Manhattan,Greenwich Village,40.729040000000005,-74.00119000000001,Entire home/apt,250.0,1.0,111.0,2019.0,98076.03099
Charming loft-style apartment with private balcony,59281169.0,Manhattan,Greenwich Village,40.73449,-73.99299,Entire home/apt,300.0,1.0,39.0,2019.0,98076.03099
LOFT#1 - Broadway Av. Amazing Location! SoHo,108029974.0,Manhattan,Greenwich Village,40.728390000000005,-73.99436999999999,Entire home/apt,495.0,6.0,52.0,2019.0,98076.03099
10th St / W Village  Junior Loft,17681072.0,Manhattan,Greenwich Village,40.733309999999996,-73.9941,Entire home/apt,275.0,30.0,358.0,2019.0,98076.03099
Great Location in the heart of NYC!,8312378.0,Manhattan,Greenwich Village,40.72926,-73.9989,Private room,119.0,2.0,265.0,2019.0,98076.03099
Cozy and ideally located Greenwich village apt,6959884.0,Manhattan,Greenwich Village,40.729,-74.00066,Entire home/apt,245.0,3.0,307.0,2019.0,98076.03099
1 BR apt in heart of the Village,8739354.0,Manhattan,Greenwich Village,40.72831,-73.9987,Entire home/apt,380.0,6.0,365.0,2019.0,98076.03099
Beautiful 1 Bed near Washington Square Park!!,38609043.0,Manhattan,Greenwich Village,40.73193,-73.99931,Entire home/apt,299.0,2.0,64.0,2019.0,98076.03099
Bright Quiet Room in the W Village,13908017.0,Manhattan,Greenwich Village,40.730340000000005,-73.99991999999999,Private room,120.0,2.0,283.0,2019.0,98076.03099
Fabulous West Village Modern Luxury,6332730.0,Manhattan,Greenwich Village,40.7348,-73.99785,Entire home/apt,400.0,90.0,365.0,2019.0,98076.03099
â¤ of Greenwich Village ~ Walk/Transit Score 100,1528977.0,Manhattan,Greenwich Village,40.72915,-74.00106,Private room,115.0,5.0,157.0,2019.0,98076.03099
2BR WITH PRIVATE PATIO EAST VILLAGE,2856748.0,Manhattan,Greenwich Village,40.73455,-73.99171,Entire home/apt,245.0,30.0,364.0,2019.0,98076.03099
"Stylish and clean apt, sleeps 5",49167739.0,Manhattan,Greenwich Village,40.72797,-74.0019,Entire home/apt,350.0,4.0,283.0,2019.0,98076.03099
Cozy and GREAT Stay in the West Village heart â¤ï¸,12831071.0,Manhattan,Greenwich Village,40.7331,-73.99923000000001,Private room,90.0,5.0,137.0,2019.0,98076.03099
